"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"0.0281694463592128",-0.81432814187709,2.07393363149008,3.30342454947212,1.13160830260193,-0.446934143129223,-1.64025211603183,-1.54824074218742,-1.39093231793292,0.113095010691725,1.45969860910832,-0.567480524094505,-2.7427880627588,1.54603942577614,0.700973698785398,-0.557262645715597,-1.57586583366706,2.38074986793572,-1.97432920711459,-1.04814501076922,0.614050649357669,1.53615314624638,-3.95377809022892,-1.5489650451933,3.27812141366665,-0.120464970683702,-2.72520708625786,1.22549718271301,-0.462085717498034,-1.87145783926975,-0.936306487102743,0.072877894355345,1.09211541504405,-3.7954632099746,-0.311288237888794,2.24575442367214,0.175945113637511,2.70555764785771,-0.133067369670553,-0.170247475847876,1.30515299836642,1.19499349178677,3.10073491843605,-2.01364331746136,0.704845624426276,-2.77653153692407,-3.6795091501507,1.38365963128705,-0.125791028464704,-1.50497616195653,1.60040747384705,-0.0681459466107658,-2.20655624505986,2.14126158246715,-0.659001731906766,0.460138844984588,0.0279068639814951,0.347507645585279,-3.54726949806433,0.323558049327698,2.60196746325683,-2.57746353522701,1.97546362838877,-1.8481620986251,-1.12764711092172,-0.723610946751465,-1.36968130884101,-1.28034942082334,1.15343038847227,-0.755267529355955,0.0802500785520156,-1.25623759154498,1.72935240893169,0.561408037007101,1.63105482006167,-4.2894676594874,1.55787797198189,-3.48991416959463,1.52790683676278,5.83568989314135,3.20114761599195,-2.38271316429758,-1.44675126542979,2.55655914707994,-1.10483528451495,-1.37446186141116,0.323906350233345,2.65106333523085,0.498245436472126,1.64529785567672,-2.96055618434789,1.70275719184656,-2.26122205445723,0.655637280370981,-2.54139208215459,-0.748709245915424,1.45116663226852,-0.162746351266,-1.00920598436416,-2.64128871500592,-3.41785732998451
"0.629510540610154",-2.1257172533636,2.91726006341679,4.89317017245833,2.54696002923775,-1.34510918096743,-2.29937755563078,0.23924559950914,-2.1509536393328,-1.14422210829468,-0.544333053329471,-1.7909495505083,-2.88905492757351,0.98879192303827,0.236427224570025,-0.500851515020266,-0.316831646166045,2.56729395112251,-1.676173604274,0.343093258799604,0.874266702267496,1.81189772659263,-3.2147225519705,-1.66205256069355,3.76007685328129,0.55453925442477,-4.06549840357289,-0.400211990201576,0.555972862789785,-2.2307592189535,-0.363733017391514,1.5134592567272,-0.218081183463255,-1.65882504704653,0.440790042673445,0.893397255967262,0.134197484801403,3.25390720397026,0.519652755542173,1.50639612306624,0.119926611841374,0.0219495623243312,2.30837478417713,-1.3676109543998,-0.0253232280221737,-3.71497958492839,-3.22468950032877,1.82013208441259,0.205707372044102,-1.25249881384466,1.57167192211223,-0.714687577485522,-1.37936339969744,2.52404475375239,-0.962048152499644,0.660642235826871,-0.231211470803897,-0.437435877559484,-3.93909924641728,3.11829179665737,2.06634887962466,-2.10356013512618,0.888698275090199,-2.21245463157218,-1.21637350342456,-1.63434186049945,-0.112246438819008,-0.17698011331916,0.379574124207278,-1.24310715909443,-0.338885533268063,-1.08349633763838,1.51043964423237,-0.0483333709607466,2.29722980825902,-2.58176592384495,1.82155708311656,-3.48268332244591,1.3577983914179,5.36780404811624,3.16015125843434,-3.68614214116625,-1.55393689910181,0.746529595186036,0.45925745620811,-1.46737247932978,1.76349921530039,1.11697209219918,-0.208977442206914,2.48981532383673,-3.1268455782432,1.09032276132629,-2.34871223867546,0.259025253964645,-2.40325216155482,-2.26171815341908,0.257531157591648,-0.74032038734121,-0.140504816969906,-2.63876900340193,-3.47822509666395
"1.13441889544449",-3.50159574361172,3.20737678640722,4.80763601362652,2.71777576988068,-1.42394044707379,-2.49780713759132,1.3479182318132,-2.62984902825575,-1.62110014891891,-1.67004632856701,-2.66481563252179,-2.33689894720487,0.65750457764013,0.539148130972705,-0.562595020360914,0.463396352316935,1.67186587607444,-1.78676150096973,2.10837605717059,0.13999700677517,2.24111274314322,-2.44742089502332,-1.82448206929473,3.79573776295483,1.02125395064829,-4.95176863317945,-1.42105126134218,1.77147666254683,-2.45423576833932,0.0454691660844345,1.48007220814403,-1.74230599920166,-0.465269990394123,0.375015793366137,0.252557409532837,-0.459380756203693,3.2572515622995,-0.109398567701172,2.03906807434717,-0.513217256251922,0.146192617841659,0.585557350888357,-1.08850553077542,-0.107532254858335,-3.58861637031012,-2.83037559518403,1.65700095556444,0.482423092752969,-0.69753484195106,1.12779352841156,-0.858025982108679,-1.49807547702384,2.47711761885758,-0.795398724496877,0.528630483886396,-0.828816115540967,-1.32085558341403,-4.01662371528477,4.55012030402741,1.50304968473589,-2.49313719393266,-0.512197566154102,-2.05440637441156,-1.20337281347081,-2.94458452791048,1.07758971426107,0.85443198139303,0.603576958599538,-0.74622854449262,-1.19084133641928,-0.81069196782362,1.40936244814954,-0.838611294077964,2.80873613840848,-1.07354712410142,1.80638262005431,-2.93628016998762,0.91638816640626,4.53392712322733,3.01940056284417,-4.21678696021057,-1.56759348623438,-0.63246116602309,1.90745480239184,-1.46007331309528,1.87461815219358,0.0419565283416662,-0.414661612496441,3.20461425061341,-2.31451654183189,0.271241284138773,-2.05665118912334,-0.390824534812008,-2.077495201251,-2.3027822622322,-0.209016667856404,-1.38573349441486,1.15345054282095,-1.7160227039137,-3.5356298002025
"1.39538313836064",-4.01718599430328,3.09253874205583,4.27538579620714,2.64428614905447,-1.32761134161789,-2.50298556389029,1.47230323622721,-2.92867306685606,-1.67381187495998,-1.94942993726829,-2.77039272206185,-1.91205719448091,0.602273002435433,1.00555471904403,-0.484626900500371,0.628028776997974,1.03202825199816,-1.91293497392659,3.01485132602876,-0.359696347481275,2.49520077269551,-2.08022846369133,-1.94437062023621,3.6629652717497,1.18787883207882,-5.11241223886059,-1.66800564950081,2.33938466361594,-2.53134321055094,0.0295982806880635,0.967208747645132,-2.49345791259391,0.0321917165628777,0.0548076154300647,0.127433816753516,-0.834816670666157,3.09506337230002,-0.755882224763407,2.04450752604878,-0.670756824902964,0.510766534842553,-0.336059551277908,-0.997649965223045,-0.00753606734290669,-3.47362210572373,-2.73816642413566,1.53531661722217,0.561035282432173,-0.221905471694862,0.73003680616461,-0.72152398619473,-1.75034548137893,2.16912076357347,-0.491839461530999,0.424663506978426,-1.15231401198286,-1.63362151431161,-3.97115563246066,4.85482167930605,1.26216076643966,-2.92940521839082,-1.20851823475002,-1.94761018843403,-1.24025089914401,-3.61426499859908,1.54532884368108,1.27083328202707,0.988633490930645,-0.244535700849249,-1.58398850590087,-0.536698388804864,1.28932520371579,-1.30739598085293,2.97368514943896,-0.611285549154346,1.59660682089657,-2.46975485988234,0.569659446637922,3.88521436492525,2.78619045805597,-4.11783804939613,-1.38011939428812,-1.19718085182251,2.53747547510862,-1.26401919625006,1.61732820543354,-0.413152056657308,-0.514198012164884,3.4813282718165,-1.78501058282827,-0.358238891737073,-1.85155940510671,-0.598120738665983,-2.0256616318259,-1.98732806102503,-0.26879234674185,-1.79281924210581,1.69805353815215,-0.936358568017713,-3.63869308952796
"1.79722372505379",-4.31987412394301,2.5928912928836,3.17116431671876,2.62959056764747,-1.31709352876659,-2.45281168467759,0.95788074366686,-3.54831659192259,-1.59324824624755,-2.12673935041142,-2.31476453256006,-1.21086319464364,0.601117983998898,1.89234295308301,-0.110394631317137,0.459640128136499,0.155730594205201,-2.0102324838321,3.97848574423177,-0.993220860517416,2.64922896349575,-1.58093631893395,-2.14552467600874,3.25370227785057,1.39308850882587,-4.77385697870878,-1.77042488152189,2.8964586795925,-2.60469430257529,-0.314526761818629,-0.249404966821431,-3.3456777249087,0.77782934105603,-0.645218846333614,-0.0276629632781544,-1.20400151614701,2.63189995678563,-1.7948408216019,1.93559968024099,-0.829119146602731,1.08745482366097,-1.37296174368189,-0.855182177080212,0.19564618136579,-3.41610413172303,-2.7305337657999,1.2341407076318,0.555357837060479,0.612360877569307,-0.0289152451467662,-0.208724689280165,-2.05220695132153,1.28507173053017,0.132768894220771,0.301187137629204,-1.47986792279686,-1.73796568396307,-3.79405210423025,4.76502974385263,0.988330883078107,-3.67063100094248,-2.05443637707221,-1.96049259448811,-1.35711260219618,-4.36882863855848,1.93985706991815,1.7110319963201,1.66058198436249,0.606519519038079,-1.86692214463473,0.115448559859905,0.866186441810139,-1.92139971411924,3.07352652180639,-0.395701786136812,0.972717599148803,-1.67590388613237,-0.0673111978177913,2.6338851714211,1.98743139857867,-3.4206359406769,-0.860849862642794,-1.7672140584235,3.12559767821599,-0.613023303588407,1.13444238047398,-1.0094462131254,-0.860318223628528,3.57171720863795,-1.15198030278018,-1.5439236230202,-1.5977089299071,-0.511372391899054,-2.19324124448131,-1.21078742379923,-0.298768799045812,-2.35644070893656,2.12193501509488,0.337423909856556,-3.82988250881113
"2.70159764478002",-3.01044808633348,0.897853580824454,1.55774610719264,3.74294957506265,-2.48795541630302,-1.5082988611588,-1.86351012427139,-5.14795853477592,-1.00343483400709,-2.54010570951229,0.096850746390838,0.060957695013142,0.618345145316132,3.1014878114107,1.5457511660837,-0.897819683988288,-0.375721445123198,-1.35042557157378,2.80661727474607,-1.19548611336643,1.18144461616354,-0.878814856669416,-2.28156011737512,1.95113108364662,1.69900797359072,-1.69861128611934,-1.89687472139316,2.1372214103106,-2.65416751093848,-1.29616696365167,-2.72651531125449,-3.21734248713776,2.04939300524395,-1.96486243102696,-1.3331856179051,-0.399803531250945,0.479553960908835,-2.61096419183768,1.98893540280372,-1.22494617806903,1.08747348019341,-1.30742422649824,-0.0208796497588026,0.23673416940886,-3.28761337534241,-2.75159207675035,-0.904294571919651,0.323981098059947,0.9134961636152,-1.44680125487666,1.913016334361,-1.32489423288373,-1.41371462461333,0.582123778883506,0.137620382324702,-1.31812222647624,-0.886447477830275,-3.14309572345353,2.96604706929908,0.540030045394389,-3.89558759804374,-1.93668086601513,-2.91261212857709,-0.788787768298544,-4.23106161561266,1.6418044695109,2.38422106985653,1.94050685962629,1.45894770055221,-1.01811149928059,2.47462069173754,-1.21373253687552,-1.9497864019631,2.54892993486489,-0.404700072175757,-0.823206219877315,-0.768565977363657,-1.37918796403323,-0.42141508843343,-1.41042163020059,-0.583146554358882,0.0642666913965512,-0.607836929466966,1.89454213524609,1.81451099529956,0.90962389547416,-1.70149837048,-2.70497097761848,2.01210536845956,-0.963806643782341,-3.78283097439755,-1.70584275887949,1.30270858139873,-3.00450354703442,0.504001544871285,-0.98431612911767,-2.0122256479167,1.45426548716323,1.0657448254744,-3.58938843033166
"3.05805099939294",-2.11452151991504,0.288740344857535,1.45878259206255,4.36031355928163,-2.97243311752607,-0.461793667470834,-2.6955869205889,-5.32080750809262,-0.705482778658616,-2.79796794657857,0.673270028066294,0.287474776861602,0.706245824981253,3.23606195918895,2.13139119814603,-1.20749701743131,-0.128880097070628,-0.894305883988874,1.19450970374904,-0.951750257230002,0.275949080074932,-0.749030188127586,-2.06332297595281,1.65450299021274,1.60142959917974,-0.306460902231845,-1.97587657871789,1.20679996385082,-2.62239426659627,-1.33194404347184,-2.99829807996898,-2.61727645530307,2.06317569262907,-2.13804909289139,-2.02968396545426,0.15090652434341,-0.509581862574829,-2.47885289342267,2.0636187717944,-1.09443819665277,0.747858362706563,-0.769133932534476,0.649190694013331,0.106329584259067,-2.89031426498418,-2.54697827960263,-2.18629388954464,0.255489116580922,0.100467482257553,-1.73565181710749,2.83006890547358,-0.726134376600432,-2.21304503006042,-0.00837074281117054,0.148063061628241,-1.17217905432107,-0.799521622267,-2.78642202418188,2.16425212654805,0.442486627733802,-3.18512184694431,-1.07561248039438,-3.14085546218827,0.12265952725599,-3.6223397690471,1.2965152834512,2.72413402264607,1.52763248066631,1.23843204862932,-0.601602462999744,3.43844202908522,-2.19485163953813,-1.51308156040065,1.94667221690829,0.0407418327391559,-1.27878467338492,-0.942232998100079,-1.60464603246245,-1.31363904197258,-2.50827342403542,0.371040684131613,-0.0213286424228796,0.898464123248946,0.662346013448,2.62846029854887,0.919230488830563,-1.75356633323023,-3.37761685183082,1.06520225189855,-0.910022697457168,-3.96257226367862,-1.91333499332042,2.09322894266732,-3.04691788572627,0.42020946275838,-1.24691996107997,-1.15474361811239,1.05373903711862,0.255132804482083,-3.31299044911046
"3.73914978351235",-0.361555642876078,-0.545742512137997,1.44801155491136,5.02152760347547,-3.14077870220344,2.18562870115601,-2.7571368348944,-4.24546648122929,-0.269733347037421,-3.03959071908882,0.649292213963973,-0.00218430356447721,1.17442433337861,3.41744238771739,2.52066037729885,-1.39950279615784,0.379823279028461,0.00268278907115695,-2.32055408977666,-0.478836346659556,-1.05554293882212,-0.420715661047403,-1.26579023260163,1.76652047682421,0.874002501404285,1.26448404231519,-1.59271715441161,-0.792636998387818,-2.28707959771075,-0.875639827196764,-2.2567773148653,-1.8015343152929,1.44856373197714,-1.78113562450541,-2.63389529326816,0.651341223168568,-1.20687039478767,-2.81072269010904,2.11707177990391,-0.113757294390132,0.18268212713596,0.26803313548886,2.13709490704052,0.263301023038694,-1.74957980201483,-1.71984296307429,-4.16573958011494,-0.0617972755684108,-1.85665875658645,-2.05728300006739,4.13143901616987,0.215658232823629,-2.81624668912582,-1.68186954664397,0.54868149047526,-0.993728565583097,-1.53560806993478,-1.72485598438719,1.22855083515348,0.854702582949865,-1.55735730312806,0.568692732590916,-2.57177758598879,2.30380950530057,-2.04196994681298,0.385359483281769,3.106616174563,0.688941238775079,0.401985153857834,-0.552007245487435,4.63136027899588,-3.44794960499777,-0.916198554699833,0.409067522123845,1.25638462209013,-1.78910951628705,-1.73351228855444,-1.39971590176288,-1.96346257199747,-2.76507850694503,1.32481729385819,-0.513314031897658,3.66494564661846,-1.27022487046772,3.15448831227087,0.098684376296239,-1.98688337973731,-3.63066776535954,-0.770898465216978,-0.144628321495732,-3.26935400360609,-2.12119110624772,2.64138660541987,-2.27057379464277,-1.47178005425075,-0.813985923308833,0.62596525345973,1.21746329032584,-1.44907780571324,-3.38716755435871
"4.23069422534713",0.759012254593214,-0.771004359462626,1.23433686863786,4.89296651961678,-2.61526080442297,3.83065785495205,-1.75993398138191,-2.62720824081386,-0.0125373555753502,-2.66844671597436,0.352109108941052,-0.71861776181231,1.56358601112596,3.27260795515107,2.36993141795123,-1.78574945649853,0.419420650321799,0.705777053571892,-3.89143228900782,-0.3058825900225,-1.59507850352799,-0.0612762540157653,-0.591483979802337,2.06802059438173,0.019673400306903,1.39796179407379,-0.88973844340948,-1.84015857023121,-1.74061142731242,-0.484703149064985,-1.11773495307097,-1.87982148245093,1.01957542955601,-1.0123524764276,-2.18158372112521,0.656850543590831,-0.390533564477213,-3.78907156152365,1.89925396732656,0.53576597860169,-0.206910079349124,0.994339473796566,2.70862979836344,0.997745413573054,-1.2147508142877,-0.971056328686463,-4.77839629953092,-0.467212929695548,-2.87251644790441,-1.92561863805247,4.32431969702683,0.761386464834504,-2.40965690081108,-2.61977136918685,1.01335591085471,-0.81530181704214,-2.15008701502455,-0.730070874576957,1.13572145711102,1.65319230725602,-1.03463034858131,0.827156412849958,-1.65124183293228,3.45027604887386,-0.825880654805837,-0.412148706756857,2.82804376725508,0.288831543662893,-0.262737469412648,-0.994854686214576,4.86202933805602,-3.30149960141086,-1.00432757004241,-0.377070222199675,1.72805074946906,-2.15972204156077,-2.28125666160882,-0.942018269994438,-1.74918482027244,-1.68955225285639,1.44055838899514,-0.522688696011199,4.13416416102818,-1.66887373283955,2.76592730444796,-0.959503264019235,-2.25269704035119,-3.00092371844709,-2.05197074243627,0.550860922065703,-2.48727088534764,-1.73491536194304,1.99631686387861,-1.19421761275091,-3.31942883527366,0.00523909810370318,1.30698811599972,2.36542968156046,-1.67181261304546,-3.94700062780497
"4.48005162612023",1.18633573550693,-0.760724121672038,0.996977409989151,4.64733574622665,-2.16840733794807,4.41860578635019,-1.17258503377308,-1.72630233108282,0.131526615335469,-2.21279218052948,0.298968929048057,-1.09997105122284,1.67870750378395,2.98558782332564,2.2825967742753,-2.12606386720601,0.30388673521507,1.09612601536423,-4.07689389648166,-0.255715682921132,-1.75557702167386,0.080536059705914,-0.257049553262707,2.12240562876518,-0.492252245431123,1.25920525846592,-0.534105305052,-2.08636700589064,-1.38740950253887,-0.416450306777639,-0.568560052813209,-2.03534964411557,0.895169986299261,-0.533259702360603,-1.67806809540982,0.661685129638532,0.25559537814862,-4.34676831237288,1.59037355438115,0.637340937936335,-0.440914855019133,1.34734162679392,2.66736594004557,1.47632736944668,-1.17088399242681,-0.606046539922337,-4.82430010519604,-0.632133691398814,-3.15280017792551,-1.66059060628855,4.10178613989094,1.06135304703979,-1.9798958080367,-2.94873038372303,1.21421462886149,-0.702003120181556,-2.22742160983132,-0.24581747220898,1.22256293920134,2.06429050913637,-1.06387078817919,0.614196309899646,-1.16737362608303,3.79476846900323,-0.294270226313309,-0.78806755613589,2.52300662211462,0.106761466492908,-0.554090325237985,-1.21060004928425,4.80765474078528,-2.88398736006913,-1.12254019292538,-0.523128982385037,1.75067341010806,-2.34646174613844,-2.46777867900231,-0.684385507718823,-1.60303460892572,-1.04834576476519,1.3920074056015,-0.348786042238957,3.80570619255929,-1.62685626444224,2.4515679902912,-1.37915500097894,-2.28050508410781,-2.5121822176243,-2.57173557389284,0.739762215022008,-2.08710774246776,-1.29576555372545,1.42146728276772,-0.606839687435905,-4.08290071687833,0.37954296463499,1.3824545341692,3.11674988493075,-1.41598838727355,-4.22375634003023
